   1.2516915e-02   2.9427501e-03   2.2957198e-02   9.0281466e-03   2.1805164e-02   1.9948703e-03  -2.5953802e-04   4.0352423e-02   2.1662763e-02   1.4388489e-02   1.3882353e-02   4.0776353e-02   9.1493006e-03   4.8899756e-03   1.9658754e-02   2.6918441e-02  -1.0955569e-03   2.5803230e-02   1.3871375e-02  -4.9698261e-03  -5.6363097e-03   2.7886128e-02   2.6799387e-02   2.1066208e-02   1.5549413e-02   1.0820962e-02   1.0006982e-02  -1.1548332e-02   1.8356279e-02   2.0258065e-02
   5.3458069e-03   7.0685516e-03  -1.1981742e-02   8.5020243e-03  -1.0935343e-02   1.1945392e-02   2.6479751e-02  -2.2865854e-03   2.3495702e-02  -1.4673514e-03  -5.5697378e-03   1.5397776e-03  -1.1456698e-03   2.8849496e-02  -1.8430945e-02   1.3693271e-02  -1.9497928e-03   1.5417072e-02  -1.4179104e-02  -2.8540849e-03   9.5465394e-03   1.4796566e-02   6.3385533e-03   3.4526316e-02   2.0415107e-03  -5.7506857e-03   2.9624753e-02   1.7308524e-03  -1.5157722e-02  -5.1852789e-03
   7.3113991e-03  -2.5824394e-03   1.0394610e-02   1.2043356e-03   1.2881065e-03  -1.2085441e-02  -1.0116338e-03  -1.2477718e-02   2.6875700e-02   5.1432770e-03  -3.5005834e-03  -4.4414076e-03  -2.5488530e-03  -6.5878378e-03  -1.0018530e-02   1.3508298e-02   7.5091575e-03  -4.3151670e-03   2.5233409e-03  -4.6511628e-03  -2.9550827e-04   0.0000000e+00   0.0000000e+00   1.2210012e-03  -3.3955857e-03  -4.0932550e-03   1.1828645e-02  -1.3174946e-02   1.5599002e-02  -8.8990592e-03
  -3.6291653e-03   8.1657040e-03   3.6197371e-03  -8.0192462e-04  -1.7152659e-03  -1.4224751e-02   2.0253165e-02   1.8566271e-02   2.2900763e-02   8.5282651e-03   5.6206089e-03   1.9903912e-02   6.3884157e-03   2.9416766e-02   7.7490360e-03   1.9040366e-03   2.9388596e-02   4.6548957e-03   7.2992701e-03  -4.6728972e-03   5.9119125e-03  -1.5078408e-03  -2.2230456e-03   1.0162602e-02  -1.0221465e-03   3.3952823e-03  -1.3586098e-02   3.9395929e-03   1.2901905e-02   8.3376090e-03
   1.2913907e-02   3.2925063e-03   2.3728170e-02   3.6115570e-03   4.2955326e-04  -7.0707071e-03   1.7866005e-02  -4.5569620e-03   1.5458422e-02   5.3152935e-03  -6.2878435e-03  -6.7294751e-04  -1.5516998e-03   1.1232243e-02   1.1391778e-02   4.9410870e-03  -1.4009889e-02   6.0712574e-03   1.5992004e-02  -6.1394005e-03   1.9394652e-02   1.5705225e-02  -2.5993316e-03  -6.0362173e-04   7.5034106e-03   1.2110419e-02   8.1838565e-03  -3.4881186e-03   1.0917913e-02   4.7067803e-03
  -3.3671134e-02  -1.4439485e-03  -9.2712776e-04  -6.3974410e-03  -7.9433233e-03   4.0691760e-03  -4.2255810e-03   4.5778230e-03  -3.6745407e-03   1.6822879e-03  -2.5779236e-03   7.2390572e-03  -5.3687482e-03   5.7170859e-03   2.2331048e-02  -1.0968230e-02   4.2985075e-03   1.7468636e-03   1.7215937e-03  -7.2674419e-04   1.7296051e-03  -9.2179602e-03   5.2122115e-03  -1.6307630e-02  -4.5700745e-03   0.0000000e+00   3.6377500e-03   3.0627871e-03   1.2000000e-02  -5.7609521e-03
  -1.2855210e-02   6.4414355e-03  -5.5679287e-03   8.8531187e-03  -2.1640338e-03   1.5342307e-02   1.9585441e-03   9.9578059e-03   2.2128556e-02  -4.7984645e-04  -3.3599624e-02   7.6884506e-03   6.2500000e-03   1.9002761e-02   2.7495689e-02  -3.8240918e-04   7.1335156e-04  -9.5117311e-03   0.0000000e+00   1.1272727e-02   1.6690647e-02   4.5018007e-03   1.0370370e-02   1.3098649e-02   4.4210168e-03  -1.4165054e-02   1.2978791e-02   1.5267176e-02   9.8814229e-03  -2.3559376e-03
  -1.1651816e-02  -3.0041797e-03   1.8663680e-04  -4.3877144e-03  -6.9399263e-03  -5.7020670e-03   1.2705652e-02   8.3556150e-04  -9.2783505e-03  -5.2808449e-03  -2.1152443e-02  -1.0781224e-02  -1.1575381e-02  -1.1475932e-02  -7.4592075e-03  -6.5034430e-03  -7.1284306e-03  -4.6414853e-03  -1.9887061e-02   3.9554117e-02  -1.5284461e-02  -2.9877502e-04  -5.4985337e-03  -6.0606061e-03  -1.1173184e-02  -9.7278001e-03   3.5937500e-03  -1.6541353e-02   3.9138943e-03  -8.4248149e-03
   5.2011096e-03   1.8341412e-03  -2.7990297e-03   8.0128205e-04   0.0000000e+00  -3.8709677e-03   3.2169857e-03   8.6825847e-03  -1.5088450e-02  -2.6544402e-03  -4.2225534e-03   2.2300469e-02   1.9994287e-03   2.8055466e-02  -1.5969939e-02  -7.3161340e-03  -3.7692952e-03  -6.2711047e-03  -7.5150301e-04  -6.2262193e-03  -8.9106065e-03   5.9772863e-04   1.8429783e-03   2.0325203e-03   8.3889745e-03   2.7036770e-03   1.4012144e-03  -8.3005679e-03   2.3391813e-03  -1.9309990e-03
   5.1741980e-03  -8.6308356e-03  -8.4206587e-03  -6.0048038e-03  -9.3906967e-03  -1.0362694e-02   1.0101010e-02   2.4002649e-02  -1.2678288e-02  -7.0166949e-03  -2.7438264e-03   9.3488601e-03  -3.9908780e-03  -6.2735257e-03  -7.6372315e-03  -1.0085337e-02  -2.8226533e-03  -8.8996764e-03  -4.5124091e-03   2.4364775e-03   3.4802784e-03  -9.8566308e-03  -7.3583517e-03  -1.5014199e-02  -4.0747029e-03   6.6510875e-03  -2.1766169e-02  -1.0132159e-02  -1.2446519e-02  -5.6752225e-03
