"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"2006-01",0.3382285765,-0.152065168,0.1103535099,0.29362235105,-0.2043506017,-0.1277588035,0.8221123719,0.23684757385,0.4328805245,0.13328354225,-0.40408050205,0.57391698845,-0.3298653982,0.4402438045,0.021206225,-0.7424336859,-0.04392037465,-0.20187768905,0.02019742295,0.2232639856,0.19584691,0.41511119855,0.3788820825,0.50642059285,0.10996330255,0.2227387915,0.265384645,-0.066815741,0.28435848265,-0.31098925895
"2006-02",-0.366631201947368,-0.0360144425789474,0.145692857736842,0.331999729368421,0.194002120473684,0.335424786842105,0.395697114210526,-0.259702013263158,0.471918087894737,0.0779864723157895,0.149169316631579,-0.294299279578947,0.0202827211052632,0.297313299210526,0.218320504678947,-0.145842360210526,-0.0755996661052631,0.00482566157894736,0.181483237684211,0.126260190421053,-0.0146034382631579,0.0668849117368421,-0.235236321,0.111843766736842,0.0769029807368421,0.0136746294736842,0.334464842789474,-0.0819867503157895,0.539764449157895,0.0585594004736842
"2006-03",0.188250079391304,-0.0616889749565217,-0.107194909217391,-0.0843012065217391,-0.028360646826087,0.307972228434783,-0.0661898175217391,0.122999273086957,0.309451116130435,-0.00479669526086956,0.212281477869565,0.111996793956522,0.24960102273913,0.0209365936086956,0.0119082493043478,-0.249503302782609,0.127754378565217,0.120655053478261,0.0568713762173913,0.0342802885652174,-0.0646440004347826,0.0451799875652174,0.0616757262608696,-0.209602839617391,-0.166752899391304,-0.0374102916521739,0.0503634186521739,0.182041048130435,-0.00493230508695653,0.131729287782609
"2006-04",0.549533561578947,0.175547737368421,0.131694404105263,-0.153990538052632,0.488641660473684,0.371066602631579,0.298417065105263,0.277549747421053,-0.175237784421053,0.0088965454736842,0.234627261842105,0.192260640263158,-0.0249051318947368,-0.0431747357894737,-0.291724945894737,0.143803868421053,-0.000400787894736844,-0.0517074362631579,0.468781826789474,0.165824097947368,0.0369772826315789,-0.104911926368421,-0.594388716473684,0.0907431574736842,0.0536419284210526,0.429220444578947,-0.146854582631579,-0.245520285263158,0.0141494168421053,0.651569049473684
"2006-05",-0.269118425909091,-0.0511560186363636,0.0509572454545455,-0.0228814778181818,-0.135336283954545,-0.00535568818181816,-0.166104482590909,-0.08094479,-0.267009430454545,0.221390289772727,-0.161255428181818,-0.147808429863636,-0.052049281,-0.0053266881818182,-0.201849751363636,-0.450826937454545,-0.138526713636364,0.122494133545455,-0.282587796136364,0.267101429090909,-0.184522676454545,-0.155189821727273,-0.269380549,-0.302399921681818,-0.308013327272727,-0.00277818618181819,-0.259764133636364,0.338829110636364,0.405275902727273,-0.0923479499090909
"2006-06",0.117459984545455,0.0752396081818182,-0.0843521694090909,0.319581379363636,-0.0303633777272727,-0.0503726233181818,0.1191959785,0.181720490318182,-0.0210057061818182,-0.0901586379090909,-0.0878064427727273,0.0609084508636364,-0.163904278,-0.0736730972272727,-0.270993500454545,0.242487735909091,-0.175645375181818,-0.016948614,-0.0212705459090909,-0.307440346818182,0.0773374704545455,0.417706549318182,0.141147491818182,-0.0317050386363636,0.174652233090909,0.0643929374545455,0.327148702590909,-0.0219545973181818,-0.0828882213636364,-0.157073621363636
"2006-07",-0.397494043157895,0.455727955894737,-0.113940961578947,0.388288819578947,0.371171041368421,-0.283405373157895,-0.258636671842105,0.315259853684211,-0.459758297894737,0.164713800578947,-0.254478775368421,0.499367402789474,-0.0378353381578947,0.0580429926315789,-0.153479812631579,-0.238882511157895,0.0471987784210526,0.225868520526316,0.403752109842105,0.267649623631579,0.282023018052632,0.538846339210526,0.167892672105263,0.555402548105263,-0.0162034652789474,-0.087246747,0.0529670673157895,-0.403188431052632,-0.0241122587368421,-0.685718709
"2006-08",-0.187472309695652,0.199770004217391,0.0439065988695652,0.161550733752174,0.0037463047826087,-0.134439149565217,-0.269993656956522,-0.0808301199565217,0.954727645652174,0.0311724137826087,0.0450009215652174,0.00396243921739129,0.181783269043478,0.596982076521739,-0.0455683674347826,0.36269081173913,0.202197047478261,0.145721515782609,0.0100019297826087,0.198209390608696,0.0666128386956522,0.0514939756521739,0.287495515086957,0.253562728521739,0.426369568826087,0.0434712452173913,0.178756850434783,0.0220856221434783,-0.0043716088695652,0.0813963879956522
"2006-09",-0.09418344025,-0.42044827725,0.3262026276,0.23443149595,0.206501767,0.27145753255,-0.02693151,0.042076612,0.2309032225,-0.01352217745,0.35035834715,-0.03679726315,0.18567687127,0.03626235765,0.282942584,0.2687878045,0.06223277685,0.0255253037,0.1411296255,0.25906500015,0.443655886,0.1631573819,0.3151844881,0.1491342503,0.00996813085,0.0519699025,0.27254578,0.495457078285,0.219080237,0.18678459588
"2006-10",0.155649527181818,0.276566847,0.1383446135,0.231344892654545,0.0192203865454545,0.0666974672727273,-0.297108116954545,0.163806277272727,0.221128411227273,0.207886421409091,0.306023322454545,0.293679014727273,-0.02958901435,0.246465813045455,0.140685308090909,0.173196239227273,0.541032987363636,0.167680955409091,0.0511408906363636,-0.163514383272727,0.314383458863636,0.367111265954545,0.225790462045455,-0.286722946818182,0.0988842528181818,0.172620570318182,-0.0120000521363636,0.00373636913636362,0.0838554111818182,0.266686374
